Word	VerbType	Transivity	Tense	Aspect	Person	Phrasal	IsInfinitive	howCommon	commonRank	baseForm
muffle	--	Transitive	--	--	N/A	No	null	3.6E-5	49856	muffle	false
argle-bargling	--	--	--	--	N/A	No	null	-1.0	-1	argle-barg	false
liquidized	--	Transitive	Past	--	N/A	No	null	-1.0	-1	liquid	false
bigg	--	Transitive	--	--	N/A	No	null	1.4E-5	77408	bigg	false
abating	--	--	Present	--	N/A	No	null	4.2E-5	46032	abate	false
ovariectomized	--	Transitive	Past	--	N/A	No	null	-1.0	-1	ovariectome	false
dome	--	Transitive	--	--	N/A	No	null	6.86E-4	9483	dome	false
fuse	--	Transitive	--	--	N/A	No	null	4.29E-4	12822	fuse	false
cutinizing	--	Ambitransitive	Present	--	N/A	No	null	-1.0	-1	cutine	false
graveling	--	--	--	--	N/A	No	null	-1.0	-1	grave	false
wholesale	--	tran=np	--	--	N/A	No	null	7.57E-4	8892	wholesale	false
outromance	--	Transitive	--	--	N/A	No	null	-1.0	-1	outrom	false
overchafing	--	--	Present	--	N/A	No	null	-1.0	-1	chafe	false
Indianize	--	Transitive	--	--	N/A	No	null	-1.0	-1	ind	false
discoursed	--	--	Past	--	N/A	No	null	-1.0	-1	discours	false
convect	--	Ambitransitive	--	--	N/A	No	null	-1.0	-1	convect	false
superornament	--	Transitive	--	--	N/A	No	null	-1.0	-1	superornam	false
tumble	--	Intransitive	--	--	N/A	No	null	3.5E-4	14615	tumble	false
decancellate	--	Transitive	--	--	N/A	No	null	-1.0	-1	decancellate	false
depute	--	Transitive	--	--	N/A	No	null	8.7E-5	32361	depute	false
fuss	--	Intransitive	--	--	N/A	No	null	9.63E-4	7535	fuss	false
initial	--	tran=np	--	--	N/A	No	null	0.006952	1557	initial	false
Graecised	--	Ambitransitive	Past	--	N/A	No	null	-1.0	-1	graecise	false
biff	--	Transitive	--	--	N/A	No	null	2.02E-4	20312	biff	false
communalizing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	communale	false
remobilized	--	--	Past	--	N/A	No	null	-1.0	-1	remobile	false
trode	--	--	--	--	N/A	No	null	-1.0	-1	trode	false
dole	--	Transitive	--	--	N/A	No	null	6.21E-4	10155	dole	false
orphan	--	Transitive	--	--	N/A	No	null	1.74E-4	22171	orph	false
miff	--	--	--	--	N/A	No	null	-1.0	-1	miff	false
undertrade	--	--	--	--	N/A	No	null	-1.0	-1	trade	false
slap down	--	Transitive	--	--	N/A	NotSeperable	null	-1.0	-1	slap	false
redress	--	Transitive	--	--	N/A	No	null	4.69E-4	12143	rede	false
pay back	--	Transitive	--	--	N/A	Seperable	null	-1.0	-1	pay back	false
evanesced	--	Intransitive	Past	--	N/A	No	null	-1.0	-1	evanesc	false
vulcanise	--	Transitive	--	--	N/A	No	null	-1.0	-1	vulcanise	false
furl	--	Ambitransitive	--	--	N/A	No	null	-1.0	-1	furl	false
half-volleyed	--	Ambitransitive	Past	--	N/A	No	null	-1.0	-1	half-volleye	false
calved	--	--	Past	--	N/A	No	null	2.1E-5	63243	calv	false
gargled	--	--	Past	--	N/A	No	null	1.1E-5	86254	gargl	false
preassuring	--	Transitive	Present	--	N/A	No	null	-1.0	-1	assure	false
pipe down	--	Intransitive	--	--	N/A	NotSeperable	null	-1.0	-1	pipe down	false
sabre	--	Transitive	--	--	N/A	No	null	1.06E-4	29125	sabre	false
doom	--	Transitive	--	--	N/A	No	null	4.17E-4	13060	doom	false
recognizing	--	Transitive	Present	--	N/A	No	null	5.4E-4	11124	recogn	false
henpeck	--	Transitive	--	--	N/A	No	null	-1.0	-1	henpeck	false
peculating	--	Ambitransitive	Present	--	N/A	No	null	-1.0	-1	peculate	false
retabulate	--	Transitive	--	--	N/A	No	null	-1.0	-1	retabulate	false
denote	--	Transitive	--	--	N/A	No	null	2.89E-4	16456	denote	false
re-fund	--	Transitive	--	--	N/A	No	null	-1.0	-1	refund	false
zone	--	Transitive	--	--	N/A	No	null	0.002686	3581	zone	false
nidificated	--	Intransitive	Past	--	N/A	No	null	-1.0	-1	nidificate	false
outdazzle	--	Transitive	--	--	N/A	No	null	-1.0	-1	outdazzle	false
leister	--	Transitive	--	--	N/A	No	null	-1.0	-1	le	false
paganised	--	Ambitransitive	Past	--	N/A	No	null	-1.0	-1	paganise	false
centrifugalise	--	Transitive	--	--	N/A	No	null	-1.0	-1	centrifugalise	false
particularize	--	Transitive	--	--	N/A	No	null	-1.0	-1	particulare	false
minuted	--	--	Past	--	N/A	No	null	4.0E-5	47287	minute	false
dong	--	Transitive	--	--	N/A	No	null	1.55E-4	23605	dong	false
done	--	--	--	--	N/A	No	null	0.037324	236	do	false
pause	--	Intransitive	--	--	N/A	No	null	0.002056	4401	pause	false
quickstep	--	--	--	--	N/A	No	null	-1.0	-1	quickstep	false
overbrace	--	Transitive	--	--	N/A	No	null	-1.0	-1	brace	false
preremove	--	Transitive	--	--	N/A	No	null	-1.0	-1	preremove	false
cuckooing	--	--	Present	--	N/A	No	null	-1.0	-1	cuckoo	false
stylizing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	style	false
subserved	--	Transitive	Past	--	N/A	No	null	-1.0	-1	subserv	false
scotch-tape	--	Transitive	--	--	N/A	No	null	-1.0	-1	scotch tape	false
stay out	--	Transitive	--	--	N/A	NotSeperable	null	-1.0	-1	stay	false
interanimated	--	Transitive	Past	--	N/A	No	null	-1.0	-1	animate	false
preexperience	--	Transitive	--	--	N/A	No	null	-1.0	-1	preexperi	false
breezed	--	--	Past	--	N/A	No	null	3.4E-5	50950	breez	false
mike	--	Intransitive	--	--	N/A	No	null	0.004613	2302	mike	false
overruled	--	Transitive	Past	--	N/A	No	null	1.7E-4	22442	overrule	false
outcry	--	Transitive	--	--	N/A	No	null	2.87E-4	16524	outcry	false
bike	--	--	--	--	N/A	No	null	0.001899	4654	bike	false
reinvoking	--	Transitive	Present	--	N/A	No	null	-1.0	-1	invoke	false
mackling	--	--	--	--	N/A	No	null	-1.0	-1	mack	false
shredding	--	--	Present	--	N/A	No	null	4.3E-5	45649	shred	false
outfacing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	outface	false
rig down	--	--	--	--	N/A	NotSeperable	null	-1.0	-1	rig	false
wigwag	--	--	--	--	N/A	No	null	-1.0	-1	wigwag	false
presympathizing	--	Intransitive	Present	--	N/A	No	null	-1.0	-1	presympath	false
browsed	--	--	Past	--	N/A	No	null	4.3E-5	45457	brows	false
cumber	--	Transitive	--	--	N/A	No	null	-1.0	-1	cumb	false
politicalize	--	Transitive	--	--	N/A	No	null	-1.0	-1	politicale	false
folk dance	--	--	--	--	N/A	NotSeperable	null	-1.0	-1	folk d	false
zoom	--	Intransitive	--	--	N/A	No	null	2.74E-4	17004	zoom	false
prequarantine	--	Transitive	--	--	N/A	No	null	-1.0	-1	prequarantine	false
synthetised	--	Transitive	Past	--	N/A	No	null	-1.0	-1	synthetise	false
dope	--	Transitive	--	--	N/A	No	null	2.07E-4	20008	dope	false
solidarize	--	Intransitive	--	--	N/A	No	null	-1.0	-1	solidare	false
orthographized	--	--	Past	--	N/A	No	null	-1.0	-1	orthograph	false
intermeasuring	--	Transitive	Present	--	N/A	No	null	-1.0	-1	intermeasure	false
unbalance	--	Transitive	--	--	N/A	No	null	2.5E-5	58283	unbal	false
opalesced	--	Intransitive	Past	--	N/A	No	null	-1.0	-1	opalesc	false
confabulate	--	Intransitive	--	--	N/A	No	null	-1.0	-1	confabulate	false
culminated	--	--	Past	--	N/A	No	null	3.31E-4	15124	culminate	false
sit out	--	Ambitransitive	--	--	N/A	Seperable	null	-1.0	-1	sit out	false
gaping	--	--	Present	--	N/A	No	null	3.05E-4	15915	gape	false
outribbed	--	Transitive	Past	--	N/A	No	null	-1.0	-1	outrib	false
dost	--	--	--	--	N/A	No	null	4.6E-5	44371	dost	false
doss	--	Intransitive	--	--	N/A	No	null	3.5E-5	50930	doss	false
garote	--	Transitive	--	--	N/A	No	null	-1.0	-1	garote	false
mime	--	tran=np	--	--	N/A	No	null	2.28E-4	18921	mime	false
inosculate	--	tran=np	--	--	N/A	No	null	-1.0	-1	inosculate	false
whetting	--	--	Present	--	N/A	No	null	-1.0	-1	whet	false
distasting	--	--	Present	--	N/A	No	null	-1.0	-1	distast	false
doth	--	--	--	--	N/A	No	null	1.25E-4	26652	doth	false
bind	--	Ambitransitive	--	--	N/A	No	null	7.79E-4	8689	bind	false
dote	--	Intransitive	--	--	N/A	No	null	2.0E-5	65029	dote	false
redrug	--	Transitive	--	--	N/A	No	null	-1.0	-1	drug	false
milt	--	--	--	--	N/A	No	null	1.5E-5	73773	milt	false
auspicate	--	Transitive	--	--	N/A	No	null	-1.0	-1	auspicate	false
bestudding	--	Transitive	Present	--	N/A	No	null	-1.0	-1	bestud	false
sailplaned	--	--	Past	--	N/A	No	null	-1.0	-1	sailplane	false
cart off	--	Transitive	--	--	N/A	NotSeperable	null	-1.0	-1	cart off	false
torrefy	--	tran=np	--	--	N/A	No	null	-1.0	-1	torrefy	false
bilk	--	Transitive	--	--	N/A	No	null	-1.0	-1	bilk	false
milk	--	Intransitive	--	--	N/A	No	null	0.005121	2082	milk	false
bill	--	Ambitransitive	--	--	N/A	No	null	0.01446	710	bill	false
caracole	--	Intransitive	--	--	N/A	No	null	-1.0	-1	caracole	false
encarnalizing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	encarnale	false
mill	--	Transitive	--	--	N/A	No	null	0.00368	2814	mill	false
preconfining	--	Transitive	Present	--	N/A	No	null	-1.0	-1	confine	false
synthesized	--	Transitive	Past	--	N/A	No	null	1.15E-4	28018	synthese	false
dose	--	Transitive	--	--	N/A	No	null	0.001736	4966	dose	false
mispaging	--	Transitive	Present	--	N/A	No	null	-1.0	-1	misp	false
profiling	--	--	--	--	N/A	No	null	6.5E-5	37451	profi	false
privileging	--	--	Present	--	N/A	No	null	2.9E-5	54679	privilege	false
sing out	--	Transitive	--	--	N/A	NotSeperable	null	-1.0	-1	sing	false
disseise	--	Transitive	--	--	N/A	No	null	-1.0	-1	disseise	false
comminuted	--	--	Past	--	N/A	No	null	-1.0	-1	comminute	false
predisplaced	--	Transitive	Past	--	N/A	No	null	-1.0	-1	displace	false
ululate	--	Intransitive	--	--	N/A	No	null	-1.0	-1	ululate	false
digitized	--	Transitive	Past	--	N/A	No	null	5.4E-5	41059	digite	false
unharmonise	--	Transitive	--	--	N/A	No	null	-1.0	-1	harmonise	false
intitled	--	Transitive	Past	--	N/A	No	null	-1.0	-1	intitl	false
outmalapropping	--	Transitive	Present	--	N/A	No	null	-1.0	-1	outmalaprop	false
seining	--	--	Present	--	N/A	No	null	-1.0	-1	sein	false
bequeath	--	Transitive	--	--	N/A	No	null	4.8E-5	43106	bequeath	false
insnaring	--	Transitive	Present	--	N/A	No	null	-1.0	-1	insnare	false
mint	--	Transitive	--	--	N/A	No	null	7.25E-4	9143	mint	false
dove	--	--	--	--	N/A	No	null	3.25E-4	15283	dive	false
superinscribe	--	Transitive	--	--	N/A	No	null	-1.0	-1	inscribe	false
untreading	--	Transitive	Present	--	N/A	No	null	-1.0	-1	tread	false
encaging	--	Transitive	Present	--	N/A	No	null	-1.0	-1	enc	false
pillaging	--	--	Present	--	N/A	No	null	3.5E-5	50778	pil	false
dramatized	--	Transitive	Past	--	N/A	No	null	2.8E-5	55263	dramate	false
mine	--	tran=np+tran=np;part(out)+tran=pphr(for+np)	--	--	N/A	No	null	0.006674	1624	mine	false
mind	--	Transitive	--	--	N/A	No	null	0.02996	299	mind	false
bucketed	--	--	Past	--	N/A	No	null	-1.0	-1	buckete	false
inundating	--	Transitive	Present	--	N/A	No	null	-1.0	-1	inundate	false
incubated	--	--	Past	--	N/A	No	null	3.38E-4	14931	incubate	false
involve	--	Transitive	--	--	N/A	No	null	0.004417	2405	involve	false
elude	--	Transitive	--	--	N/A	No	null	8.6E-5	32570	elude	false
bing	--	Intransitive	Present	--	N/A	No	null	5.8E-5	39832	b	false
retrograde	--	Intransitive	--	--	N/A	No	null	1.94E-4	20863	retrograde	false
induing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	indu	false
jackknife	--	Intransitive	--	--	N/A	No	null	-1.0	-1	jackknife	false
overrated	--	Transitive	Past	--	N/A	No	null	5.7E-5	40120	overrate	false
hark back	--	Intransitive	--	--	N/A	NotSeperable	null	-1.0	-1	hark back	false
freckle	--	tran=np	--	--	N/A	No	null	-1.0	-1	freckle	false
vivisect	--	tran=np	--	--	N/A	No	null	-1.0	-1	vivisect	false
deluding	--	Transitive	Present	--	N/A	No	null	2.2E-5	61530	delude	false
fuzz	--	tran=np	--	--	N/A	No	null	7.9E-5	34091	fuzz	false
revictualing	--	--	--	--	N/A	No	null	-1.0	-1	revictua	false
theatricalise	--	Transitive	--	--	N/A	No	null	-1.0	-1	theatricalise	false
unsell	--	Transitive	--	--	N/A	No	null	-1.0	-1	sell	false
get round	--	Intransitive	--	--	N/A	NotSeperable	null	-1.0	-1	get	false
calorized	--	Transitive	Past	--	N/A	No	null	-1.0	-1	calore	false
paralyze	--	Transitive	--	--	N/A	No	null	-1.0	-1	paralyze	false
down	--	Ambitransitive	--	--	N/A	No	null	0.101035	96	down	false
pauperized	--	Transitive	Past	--	N/A	No	null	-1.0	-1	paupere	false
habit	--	Transitive	--	--	N/A	No	null	0.002391	3913	habit	false
indoctrinized	--	Transitive	Past	--	N/A	No	null	-1.0	-1	indoctrine	false
propitiating	--	Transitive	Present	--	N/A	No	null	-1.0	-1	propitiat	false
revisualizing	--	--	Present	--	N/A	No	null	-1.0	-1	revisual	false
cantillated	--	Transitive	Past	--	N/A	No	null	-1.0	-1	cantillate	false
outtear	--	Transitive	--	--	N/A	No	null	-1.0	-1	outtear	false
synopsised	--	Transitive	Past	--	N/A	No	null	-1.0	-1	synopsise	false
cajole	--	tran=np+ditran=np+pphr(into+np)+ditran=np+pphr(out of+np)+ditran=np+pphr(into+ingcomp:objc)+ditran=np+pphr(out of+ingcomp:objc)	--	--	N/A	No	null	5.5E-5	40750	cajole	false
scabble	--	Transitive	--	--	N/A	No	null	-1.0	-1	scabble	false
buttstrapping	--	--	Present	--	N/A	No	null	-1.0	-1	buttstrap	false
table-hop	--	Intransitive	--	--	N/A	No	null	-1.0	-1	table	false
overbaking	--	--	Present	--	N/A	No	null	-1.0	-1	bake	false
unsticking	--	Transitive	Present	--	N/A	No	null	-1.0	-1	stick	false
hedgehopping	--	Intransitive	Present	--	N/A	No	null	-1.0	-1	hedgehop	false
needled	--	--	Past	--	N/A	No	null	1.5E-5	74895	needl	false
mislocated	--	Transitive	Past	--	N/A	No	null	-1.0	-1	locate	false
reconform	--	--	--	--	N/A	No	null	-1.0	-1	conform	false
unhelm	--	--	--	--	N/A	No	null	-1.0	-1	helm	false
vernacularise	--	Transitive	--	--	N/A	No	null	-1.0	-1	vernacularise	false
undercapitalize	--	--	--	--	N/A	No	null	-1.0	-1	undercapitale	false
remixed	--	--	Past	--	N/A	No	null	3.5E-5	50703	remixe	false
chuck	--	Intransitive	--	--	N/A	No	null	7.04E-4	9321	chuck	false
coddled	--	Transitive	Past	--	N/A	No	null	1.2E-5	81186	coddl	false
unconfound	--	Transitive	--	--	N/A	No	null	-1.0	-1	confound	false
bidden	--	--	--	--	N/A	No	null	4.2E-5	46190	bidd	false
dispensed	--	--	Past	--	N/A	No	null	2.86E-4	16565	dispense	false
wet-nursing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	wet	false
winkle	--	Transitive	--	--	N/A	No	null	5.7E-5	40168	winkle	false
relining	--	Transitive	Present	--	N/A	No	null	-1.0	-1	line	false
bist	--	--	--	--	N/A	No	null	-1.0	-1	bist	false
recommence	--	tran=np+tran=ingcomp:subjc	--	--	N/A	No	null	3.8E-5	48775	recom	false
title	--	Transitive	--	--	N/A	No	null	0.010301	1046	title	false
lather	--	Intransitive	--	--	N/A	No	null	7.5E-5	35007	lath	false
mist	--	tran=pphr(over+np)+tran=pphr(up+np)	--	--	N/A	No	null	0.001199	6506	mist	false
miss	--	Transitive	--	--	N/A	No	null	0.013251	780	miss	false
lathed	--	--	Past	--	N/A	No	null	-1.0	-1	lath	false
disseize	--	Transitive	--	--	N/A	No	null	-1.0	-1	disse	false
stetting	--	--	Present	--	N/A	No	null	-1.0	-1	stet	false
chuff	--	Intransitive	--	--	N/A	No	null	3.8E-5	48401	chuff	false
bite	--	Ambitransitive	--	--	N/A	No	null	0.001369	5921	bite	false
rescrutinize	--	Transitive	--	--	N/A	No	null	-1.0	-1	rescrutine	false
physicking	--	--	Present	--	N/A	No	null	-1.0	-1	physick	false
doze	--	Intransitive	--	--	N/A	No	null	8.0E-5	33823	doze	false
pinnacling	--	--	--	--	N/A	No	null	-1.0	-1	pinnac	false
retry	--	tran=np	--	--	N/A	No	null	1.3E-5	78805	retry	false
Canadianize	--	Ambitransitive	--	--	N/A	No	null	-1.0	-1	canad	false
prereview	--	Transitive	--	--	N/A	No	null	-1.0	-1	prereview	false
undersell	--	Transitive	--	--	N/A	No	null	-1.0	-1	sell	false
birr	--	--	--	--	N/A	No	null	-1.0	-1	birr	false
abode	--	--	--	--	N/A	No	null	1.73E-4	22297	abide	false
hush up	--	Transitive	--	--	N/A	NotSeperable	null	-1.0	-1	hush up	false
birk	--	Transitive	--	--	N/A	No	null	1.49E-4	24108	birk	false
birl	--	--	--	--	N/A	No	null	-1.0	-1	birl	false
defrock	--	Transitive	--	--	N/A	No	null	-1.0	-1	defrock	false
fattest	--	--	--	--	N/A	No	null	2.0E-5	64553	fat	false
oufought	--	Transitive	--	--	N/A	No	null	-1.0	-1	oufought	false
outawe	--	Transitive	--	--	N/A	No	null	-1.0	-1	outawe	false
shinning	--	--	Present	--	N/A	No	null	1.5E-5	74845	shin	false
interpret	--	Intransitive	--	--	N/A	No	null	0.001404	5802	interpret	false
delist	--	Transitive	--	--	N/A	No	null	-1.0	-1	del	false
mire	--	Transitive	--	--	N/A	No	null	1.19E-4	27380	mire	false
behoove	--	Ambitransitive	--	--	N/A	No	null	-1.0	-1	behoove	false
teeing	--	--	Present	--	N/A	No	null	2.0E-5	64498	tee	false
prologos	--	Transitive	--	--	N/A	No	null	-1.0	-1	prologo	false
mousetrapping	--	--	Present	--	N/A	No	null	-1.0	-1	mousetrap	false
saber	--	tran=np	--	--	N/A	No	null	1.8E-5	68548	sabe	false
underrepresent	--	Transitive	--	--	N/A	No	null	-1.0	-1	underrepres	false
ask after	--	--	--	--	N/A	NotSeperable	null	-1.0	-1	ask	false
convert	--	Intransitive	--	--	N/A	No	null	0.001301	6125	convert	false
interjectionalise	--	Transitive	--	--	N/A	No	null	-1.0	-1	interjectionalise	false
mongrelising	--	Transitive	Present	--	N/A	No	null	-1.0	-1	mongrelise	false
reimpress	--	Transitive	--	--	N/A	No	null	-1.0	-1	imp	false
upholding	--	Transitive	Present	--	N/A	No	null	1.65E-4	22842	hold	false
unbarbarising	--	Transitive	Present	--	N/A	No	null	-1.0	-1	barbarise	false
luteinizing	--	--	Present	--	N/A	No	null	-1.0	-1	lutein	false
hydroplane	--	Intransitive	--	--	N/A	No	null	1.1E-5	84304	hydroplane	false
atomize	--	--	--	--	N/A	No	null	-1.0	-1	atome	false
reel off	--	Transitive	--	--	N/A	NotSeperable	null	-1.0	-1	reel off	false
bitt	--	Transitive	--	--	N/A	No	null	-1.0	-1	bitt	false
sense	--	Transitive	--	--	N/A	No	null	0.02308	424	sense	false
skiffling	--	Transitive	--	--	N/A	No	null	-1.0	-1	skif	false
sparged	--	--	Past	--	N/A	No	null	-1.0	-1	sparg	false
overaccentuating	--	Transitive	Present	--	N/A	No	null	-1.0	-1	overaccentuat	false
Balkanising	--	Transitive	Present	--	N/A	No	null	-1.0	-1	balkanise	false
hunt up	--	Intransitive	--	--	N/A	NotSeperable	null	-1.0	-1	hunt	false
drop kick	--	--	--	--	N/A	NotSeperable	null	-1.0	-1	dropkick	false
encoded	--	Transitive	Past	--	N/A	No	null	2.66E-4	17281	encode	false
ooze	--	Intransitive	--	--	N/A	No	null	9.9E-5	30288	ooze	false
amalgamate	--	tran=pphr(with+np)+ditran=np+pphr(with+np)	--	--	N/A	No	null	6.1E-5	38675	amalgamate	false
intertinged	--	Transitive	Past	--	N/A	No	null	-1.0	-1	intert	false
outthrobbed	--	Transitive	Past	--	N/A	No	null	-1.0	-1	outthrob	false
smolder	--	--	--	--	N/A	No	null	-1.0	-1	smold	false
tussle	--	Intransitive	--	--	N/A	No	null	1.03E-4	29629	tussle	false
outpleased	--	Transitive	Past	--	N/A	No	null	-1.0	-1	outpleas	false
fertilised	--	Transitive	Past	--	N/A	No	null	9.6E-5	30809	fertilise	false
bull-tongue	--	Ambitransitive	--	--	N/A	No	null	-1.0	-1	bull	false
red-dogging	--	--	Present	--	N/A	No	null	-1.0	-1	dog	false
chicane	--	Ambitransitive	--	--	N/A	No	null	2.1E-5	62598	chicane	false
mention	--	Transitive	--	--	N/A	No	null	0.004907	2167	ment	false
advocated	--	--	Past	--	N/A	No	null	9.15E-4	7797	advocate	false
repromulgated	--	Transitive	Past	--	N/A	No	null	-1.0	-1	promulgate	false
herald	--	Transitive	--	--	N/A	No	null	7.78E-4	8703	herald	false
preobtruding	--	Transitive	Present	--	N/A	No	null	-1.0	-1	obtrude	false
recombine	--	tran=np+tran=pphr(with+np)+ditran=np+pphr(with+np)	--	--	N/A	No	null	2.0E-5	64120	combine	false
reconsult	--	tran=np+tran=pphr(with+np)+tran=pphr(about+np)	--	--	N/A	No	null	-1.0	-1	consult	false
carry away	--	Transitive	--	--	N/A	NotSeperable	null	-1.0	-1	carry away	false
contemplated	--	--	Past	--	N/A	No	null	5.57E-4	10921	contemplate	false
rouging	--	--	Present	--	N/A	No	null	-1.0	-1	roug	false
resprinkle	--	--	--	--	N/A	No	null	-1.0	-1	resprinkle	false
interquarreled	--	Intransitive	Past	--	N/A	No	null	-1.0	-1	interquarrele	false
cribbling	--	Transitive	--	--	N/A	No	null	-1.0	-1	crib	false
henna	--	Transitive	--	--	N/A	No	null	4.4E-5	45113	henna	false
outsavor	--	Transitive	--	--	N/A	No	null	-1.0	-1	outsave	false
metrizing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	metr	false
reconfiscated	--	Transitive	Past	--	N/A	No	null	-1.0	-1	confiscate	false
backwinding	--	Transitive	Present	--	N/A	No	null	-1.0	-1	backwind	false
premodified	--	Transitive	Past	--	N/A	No	null	-1.0	-1	modify	false
amputating	--	Transitive	Present	--	N/A	No	null	-1.0	-1	amputate	false
stodge	--	--	--	--	N/A	No	null	2.1E-5	62733	stodge	false
predestining	--	Transitive	Present	--	N/A	No	null	-1.0	-1	destine	false
rimming	--	--	Present	--	N/A	No	null	-1.0	-1	rim	false
predigest	--	Transitive	--	--	N/A	No	null	-1.0	-1	predige	false
convene	--	Transitive	--	--	N/A	No	null	1.46E-4	24366	convene	false
resending	--	Transitive	Present	--	N/A	No	null	-1.0	-1	resend	false
misplant	--	Transitive	--	--	N/A	No	null	-1.0	-1	mispl	false
manhandled	--	Transitive	Past	--	N/A	No	null	4.7E-5	43546	manhandl	false
overscrupling	--	--	--	--	N/A	No	null	-1.0	-1	overscrup	false
supersaturate	--	Transitive	--	--	N/A	No	null	-1.0	-1	saturate	false
reforge	--	Transitive	--	--	N/A	No	null	-1.0	-1	forge	false
spurred	--	--	Past	--	N/A	No	null	3.04E-4	15952	spur	false
peptonising	--	Transitive	Present	--	N/A	No	null	-1.0	-1	peptonise	false
masticate	--	tran=np	--	--	N/A	No	null	-1.0	-1	masticate	false
mixt	--	--	--	--	N/A	No	null	-1.0	-1	mixt	false
paralyse	--	Transitive	--	--	N/A	No	null	5.2E-5	41853	lyse	false
chitter	--	Intransitive	--	--	N/A	No	null	-1.0	-1	chit	false
pasquinade	--	--	--	--	N/A	No	null	-1.0	-1	pasquinade	false
replanning	--	Transitive	Present	--	N/A	No	null	1.6E-5	71401	repl	false
attaint	--	Transitive	--	--	N/A	No	null	-1.0	-1	attaint	false
mismated	--	Ambitransitive	Past	--	N/A	No	null	-1.0	-1	mate	false
emitted	--	Transitive	Past	--	N/A	No	null	3.13E-4	15671	emit	false
conveyorize	--	Transitive	--	--	N/A	No	null	-1.0	-1	conveyore	false
foredate	--	Transitive	--	--	N/A	No	null	-1.0	-1	foredate	false
caroling	--	--	--	--	N/A	No	null	-1.0	-1	caro	false
defuzing	--	Transitive	Present	--	N/A	No	null	-1.0	-1	defuze	false
infeoff	--	Transitive	--	--	N/A	No	null	-1.0	-1	feoff	false
pretranslated	--	Transitive	Past	--	N/A	No	null	-1.0	-1	pretranslate	false
wrangle	--	Intransitive	--	--	N/A	No	null	7.4E-5	35276	wrangle	false
mystify	--	tran=np	--	--	N/A	No	null	2.5E-5	58631	mystify	false
shinnied	--	Intransitive	Past	--	N/A	No	null	-1.0	-1	shinny	false
unpenning	--	Transitive	Present	--	N/A	No	null	-1.0	-1	unp	false
